anchor,hyponym,class,stimulus
weapon,blowtorch,taxonomic_low_sim,"Given that blowtorches are daxable, is it true that weapons are daxable? Answer with Yes/No:"
water vehicle,airboat,taxonomic_high_sim,"Given that airboats are daxable, is it true that water vehicles are daxable? Answer with Yes/No:"
weapon,gun,taxonomic_high_sim,"Given that guns are daxable, is it true that weapons are daxable? Answer with Yes/No:"
kitchen tool,corkscrew,taxonomic_high_sim,"Given that corkscrews are daxable, is it true that kitchen tools are daxable? Answer with Yes/No:"
vehicle,bus,taxonomic_high_sim,"Given that buses are daxable, is it true that vehicles are daxable? Answer with Yes/No:"
sea animal,catfish,taxonomic_high_sim,"Given that a catfish is daxable, is it true that sea animals are daxable? Answer with Yes/No:"
fastener,bow,taxonomic_high_sim,"Given that a bow is daxable, is it true that fasteners are daxable? Answer with Yes/No:"
animal,butterfly,taxonomic_low_sim,"Given that butterflies are daxable, is it true that animals are daxable? Answer with Yes/No:"
clothing,overalls,taxonomic_high_sim,"Given that overalls are daxable, is it true that clothings are daxable? Answer with Yes/No:"
game,game,taxonomic_high_sim,"Given that games are daxable, is it true that games are daxable? Answer with Yes/No:"
vehicle,truck,taxonomic_high_sim,"Given that trucks are daxable, is it true that vehicles are daxable? Answer with Yes/No:"
dessert,fruitcake,taxonomic_high_sim,"Given that fruitcakes are daxable, is it true that desserts are daxable? Answer with Yes/No:"
school supply,binder,taxonomic_high_sim,"Given that binders are daxable, is it true that school supplies are daxable? Answer with Yes/No:"
plant,artichoke,taxonomic_high_sim,"Given that artichokes are daxable, is it true that plants are daxable? Answer with Yes/No:"
toy,hula hoop,taxonomic_high_sim,"Given that hula hoops are daxable, is it true that toys are daxable? Answer with Yes/No:"
food,macaroni,taxonomic_high_sim,"Given that macaroni is daxable, is it true that food is daxable? Answer with Yes/No:"
dessert,mousse,taxonomic_high_sim,"Given that a mousse is daxable, is it true that desserts are daxable? Answer with Yes/No:"
food,berry,taxonomic_high_sim,"Given that berries are daxable, is it true that food is daxable? Answer with Yes/No:"
headwear,beanie,taxonomic_low_sim,"Given that beanies are daxable, is it true that headwears are daxable? Answer with Yes/No:"
food,gravy,taxonomic_high_sim,"Given that gravy is daxable, is it true that food is daxable? Answer with Yes/No:"
vegetable,leek,taxonomic_high_sim,"Given that leeks are daxable, is it true that vegetables are daxable? Answer with Yes/No:"
mammal,dalmatian,taxonomic_low_sim,"Given that dalmatians are daxable, is it true that mammals are daxable? Answer with Yes/No:"
musical instrument,harp,taxonomic_high_sim,"Given that harps are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
animal,octopus,taxonomic_high_sim,"Given that an octopus is daxable, is it true that animals are daxable? Answer with Yes/No:"
plant,cilantro,taxonomic_low_sim,"Given that cilantros are daxable, is it true that plants are daxable? Answer with Yes/No:"
food,pumpkin,taxonomic_high_sim,"Given that pumpkins are daxable, is it true that food is daxable? Answer with Yes/No:"
animal,chick,taxonomic_low_sim,"Given that chicks are daxable, is it true that animals are daxable? Answer with Yes/No:"
medical equipment,wheelchair,taxonomic_low_sim,"Given that wheelchairs are daxable, is it true that medical equipments are daxable? Answer with Yes/No:"
clothing,bandana,taxonomic_low_sim,"Given that bandanas are daxable, is it true that clothings are daxable? Answer with Yes/No:"
food,cake mix,taxonomic_low_sim,"Given that cake mixes are daxable, is it true that food is daxable? Answer with Yes/No:"
game,jump rope,taxonomic_high_sim,"Given that jump ropes are daxable, is it true that games are daxable? Answer with Yes/No:"
garden tool,hoe,taxonomic_high_sim,"Given that hoes are daxable, is it true that garden tools are daxable? Answer with Yes/No:"
accessory,tie,taxonomic_low_sim,"Given that ties are daxable, is it true that accessories are daxable? Answer with Yes/No:"
drink,tea,taxonomic_low_sim,"Given that tea is daxable, is it true that drinks are daxable? Answer with Yes/No:"
vegetable,zucchini,taxonomic_high_sim,"Given that zucchinis are daxable, is it true that vegetables are daxable? Answer with Yes/No:"
women's clothing,corset,taxonomic_high_sim,"Given that corsets are daxable, is it true that women's clothings are daxable? Answer with Yes/No:"
animal,coyote,taxonomic_low_sim,"Given that coyotes are daxable, is it true that animals are daxable? Answer with Yes/No:"
clothing,leotard,taxonomic_high_sim,"Given that leotards are daxable, is it true that clothings are daxable? Answer with Yes/No:"
food,olive,taxonomic_high_sim,"Given that olives are daxable, is it true that food is daxable? Answer with Yes/No:"
clothing,kilt,taxonomic_high_sim,"Given that kilts are daxable, is it true that clothings are daxable? Answer with Yes/No:"
toy,yo-yo,taxonomic_high_sim,"Given that yo-yos are daxable, is it true that toys are daxable? Answer with Yes/No:"
weapon,spear,taxonomic_high_sim,"Given that spears are daxable, is it true that weapons are daxable? Answer with Yes/No:"
tool,hammer,taxonomic_high_sim,"Given that hammers are daxable, is it true that tools are daxable? Answer with Yes/No:"
food,sweet potato,taxonomic_low_sim,"Given that sweet potatoes are daxable, is it true that food is daxable? Answer with Yes/No:"
food,arugula,taxonomic_high_sim,"Given that arugulas are daxable, is it true that food is daxable? Answer with Yes/No:"
tool,nail file,taxonomic_low_sim,"Given that nail files are daxable, is it true that tools are daxable? Answer with Yes/No:"
tool,blower,taxonomic_low_sim,"Given that blowers are daxable, is it true that tools are daxable? Answer with Yes/No:"
musical instrument,tambourine,taxonomic_low_sim,"Given that tambourines are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
mammal,fox,taxonomic_high_sim,"Given that foxes are daxable, is it true that mammals are daxable? Answer with Yes/No:"
food,sausage,taxonomic_low_sim,"Given that sausages are daxable, is it true that food is daxable? Answer with Yes/No:"
home decor,terrarium,taxonomic_high_sim,"Given that terrariums are daxable, is it true that home decors are daxable? Answer with Yes/No:"
clothing,robe,taxonomic_high_sim,"Given that robes are daxable, is it true that clothings are daxable? Answer with Yes/No:"
home decor,doorknocker,taxonomic_high_sim,"Given that doorknockers are daxable, is it true that home decors are daxable? Answer with Yes/No:"
mammal,pony,taxonomic_low_sim,"Given that ponies are daxable, is it true that mammals are daxable? Answer with Yes/No:"
clothing,cummerbund,taxonomic_low_sim,"Given that cummerbunds are daxable, is it true that clothings are daxable? Answer with Yes/No:"
medical equipment,swab,taxonomic_high_sim,"Given that swabs are daxable, is it true that medical equipments are daxable? Answer with Yes/No:"
office supply,clipboard,taxonomic_low_sim,"Given that clipboards are daxable, is it true that office supplies are daxable? Answer with Yes/No:"
food,kale,taxonomic_low_sim,"Given that kales are daxable, is it true that food is daxable? Answer with Yes/No:"
auto part,seatbelt,taxonomic_high_sim,"Given that seatbelts are daxable, is it true that auto parts are daxable? Answer with Yes/No:"
livestock,lamb,taxonomic_high_sim,"Given that lambs are daxable, is it true that livestocks are daxable? Answer with Yes/No:"
electronic device,cellphone,taxonomic_high_sim,"Given that cellphones are daxable, is it true that electronic devices are daxable? Answer with Yes/No:"
musical instrument,organ,taxonomic_high_sim,"Given that organs are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
electronic device,camera,taxonomic_high_sim,"Given that cameras are daxable, is it true that electronic devices are daxable? Answer with Yes/No:"
animal,cougar,taxonomic_low_sim,"Given that cougars are daxable, is it true that animals are daxable? Answer with Yes/No:"
electronic device,stereo,taxonomic_low_sim,"Given that stereos are daxable, is it true that electronic devices are daxable? Answer with Yes/No:"
kitchen equipment,freezer,taxonomic_low_sim,"Given that freezers are daxable, is it true that kitchen equipment are daxable? Answer with Yes/No:"
mammal,manatee,taxonomic_high_sim,"Given that manatees are daxable, is it true that mammals are daxable? Answer with Yes/No:"
tool,ratchet,taxonomic_low_sim,"Given that ratchets are daxable, is it true that tools are daxable? Answer with Yes/No:"
food,prune,taxonomic_low_sim,"Given that prunes are daxable, is it true that food is daxable? Answer with Yes/No:"
food,peanut butter,taxonomic_low_sim,"Given that peanut butter is daxable, is it true that food is daxable? Answer with Yes/No:"
fastener,latch,taxonomic_high_sim,"Given that latches are daxable, is it true that fasteners are daxable? Answer with Yes/No:"
food,pepper,taxonomic_high_sim,"Given that peppers are daxable, is it true that food is daxable? Answer with Yes/No:"
bird,vulture,taxonomic_low_sim,"Given that vultures are daxable, is it true that birds are daxable? Answer with Yes/No:"
food,banana split,taxonomic_low_sim,"Given that banana splits are daxable, is it true that food is daxable? Answer with Yes/No:"
dessert,caramel,taxonomic_low_sim,"Given that caramels are daxable, is it true that desserts are daxable? Answer with Yes/No:"
food,flan,taxonomic_low_sim,"Given that a flan is daxable, is it true that food is daxable? Answer with Yes/No:"
jewelry,anklet,taxonomic_low_sim,"Given that anklets are daxable, is it true that jewelry is daxable? Answer with Yes/No:"
animal,boar,taxonomic_high_sim,"Given that boars are daxable, is it true that animals are daxable? Answer with Yes/No:"
electronic device,screen,taxonomic_high_sim,"Given that screens are daxable, is it true that electronic devices are daxable? Answer with Yes/No:"
jewelry,necklace,taxonomic_high_sim,"Given that necklaces are daxable, is it true that jewelry is daxable? Answer with Yes/No:"
kitchen equipment,icemaker,taxonomic_low_sim,"Given that icemakers are daxable, is it true that kitchen equipment are daxable? Answer with Yes/No:"
kitchen equipment,mixer,taxonomic_low_sim,"Given that mixers are daxable, is it true that kitchen equipment are daxable? Answer with Yes/No:"
toiletry,hairspray,taxonomic_high_sim,"Given that hairsprays are daxable, is it true that toiletries are daxable? Answer with Yes/No:"
mammal,whale,taxonomic_high_sim,"Given that whales are daxable, is it true that mammals are daxable? Answer with Yes/No:"
musical instrument,bassoon,taxonomic_low_sim,"Given that bassoons are daxable, is it true that musical instruments are daxable? Answer with Yes/No:"
fruit,lemon,taxonomic_low_sim,"Given that lemons are daxable, is it true that fruits are daxable? Answer with Yes/No:"
headwear,bandana,taxonomic_low_sim,"Given that bandanas are daxable, is it true that headwears are daxable? Answer with Yes/No:"
breakfast,syrup,taxonomic_low_sim,"Given that syrups are daxable, is it true that breakfasts are daxable? Answer with Yes/No:"
vehicle,bike,taxonomic_high_sim,"Given that bikes are daxable, is it true that vehicles are daxable? Answer with Yes/No:"
food,tortilla,taxonomic_low_sim,"Given that tortillas are daxable, is it true that food is daxable? Answer with Yes/No:"
tool,can opener,taxonomic_low_sim,"Given that can openers are daxable, is it true that tools are daxable? Answer with Yes/No:"
weapon,missile,taxonomic_high_sim,"Given that missiles are daxable, is it true that weapons are daxable? Answer with Yes/No:"
food,papaya,taxonomic_high_sim,"Given that papayas are daxable, is it true that food is daxable? Answer with Yes/No:"
container,flask,taxonomic_low_sim,"Given that flasks are daxable, is it true that containers are daxable? Answer with Yes/No:"
food,cashew,taxonomic_high_sim,"Given that cashews are daxable, is it true that food is daxable? Answer with Yes/No:"
