hyponym,hypernym,prefix,stimulus,hypernymy
raincoat,accessory,raincoats are a type of,accessory,False
pudding,accessory,pudding is a type of,accessory,False
sandbag,accessory,sandbags are a type of,accessory,False
scarecrow,accessory,scarecrows are a type of,accessory,False
nutcracker,accessory,nutcrackers are a type of,accessory,False
rabbit,accessory,rabbits are a type of,accessory,False
hairpin,accessory,hairpins are a type of,accessory,False
sickle,accessory,sickles are a type of,accessory,False
modem,accessory,modems are a type of,accessory,False
curry,accessory,curry is a type of,accessory,False
grain,accessory,grains are a type of,accessory,False
pistachio,accessory,pistachios are a type of,accessory,False
pliers,accessory,pliers are a type of,accessory,False
donut,accessory,donuts are a type of,accessory,False
poppy,accessory,poppies are a type of,accessory,False
insole,accessory,insoles are a type of,accessory,True
sardine,accessory,sardines are a type of,accessory,False
cheetah,accessory,cheetahs are a type of,accessory,False
bedpan,accessory,bedpans are a type of,accessory,False
pug,accessory,pugs are a type of,accessory,False
costume,accessory,costumes are a type of,accessory,False
gear,accessory,gears are a type of,accessory,False
engine,accessory,engines are a type of,accessory,False
coyote,accessory,coyotes are a type of,accessory,False
book,accessory,books are a type of,accessory,False
toy,accessory,toys are a type of,accessory,False
toad,accessory,toads are a type of,accessory,False
ink,accessory,ink is a type of,accessory,False
caterpillar,accessory,caterpillars are a type of,accessory,False
gravy,accessory,gravy is a type of,accessory,False
coral,accessory,corals are a type of,accessory,False
quiche,accessory,quiches are a type of,accessory,False
axe,accessory,axes are a type of,accessory,False
grits,accessory,grits are a type of,accessory,False
cocktail,accessory,cocktails are a type of,accessory,False
pogo stick,accessory,pogo sticks are a type of,accessory,False
shortbread,accessory,shortbread is a type of,accessory,False
brass knuckles,accessory,brass knuckles are a type of,accessory,False
screw,accessory,screws are a type of,accessory,False
pizza,accessory,pizzas are a type of,accessory,False
cougar,accessory,cougars are a type of,accessory,False
rubber band,accessory,rubber bands are a type of,accessory,False
sled,accessory,sleds are a type of,accessory,False
bracket,accessory,brackets are a type of,accessory,False
jumpsuit,accessory,jumpsuits are a type of,accessory,False
rolling pin,accessory,rolling pins are a type of,accessory,False
banana split,accessory,banana splits are a type of,accessory,False
peacock,accessory,peacocks are a type of,accessory,False
flan,accessory,a flan is a type of,accessory,False
perfume,accessory,perfumes are a type of,accessory,False
speedometer,accessory,speedometers are a type of,accessory,False
key,accessory,keys are a type of,accessory,False
boar,accessory,boars are a type of,accessory,False
breadbox,accessory,breadboxes are a type of,accessory,False
cruise ship,accessory,cruise ships are a type of,accessory,False
ballot box,accessory,ballot boxes are a type of,accessory,False
watermelon,accessory,watermelons are a type of,accessory,False
cranberry,accessory,cranberries are a type of,accessory,False
kazoo,accessory,kazoos are a type of,accessory,False
pillbox,accessory,pillboxes are a type of,accessory,False
box,accessory,boxes are a type of,accessory,False
chaps,accessory,chapsticks are a type of,accessory,False
yacht,accessory,yachts are a type of,accessory,False
wetsuit,accessory,wetsuits are a type of,accessory,False
safety pin,accessory,safety pins are a type of,accessory,False
lab coat,accessory,lab coats are a type of,accessory,False
dirt bike,accessory,dirt bikes are a type of,accessory,False
drill,accessory,drills are a type of,accessory,False
hot tub,accessory,hot tubs are a type of,accessory,False
windshield,accessory,windshields are a type of,accessory,False
artichoke,accessory,artichokes are a type of,accessory,False
duster,accessory,dusters are a type of,accessory,False
headdress,accessory,headdresses are a type of,accessory,True
computer,accessory,computers are a type of,accessory,False
petri dish,accessory,petri dishes are a type of,accessory,False
can opener,accessory,can openers are a type of,accessory,False
brake,accessory,brakes are a type of,accessory,False
chicken,accessory,a chicken is a type of,accessory,False
joystick,accessory,joysticks are a type of,accessory,False
projector,accessory,projectors are a type of,accessory,False
ruler,accessory,rulers are a type of,accessory,False
camel,accessory,camels are a type of,accessory,False
radish,accessory,radishes are a type of,accessory,False
pecan,accessory,pecans are a type of,accessory,False
granola,accessory,granola is a type of,accessory,False
cilantro,accessory,cilantro is a type of,accessory,False
grape,accessory,grapes are a type of,accessory,False
rhubarb,accessory,rhubarbs are a type of,accessory,False
moose,accessory,moose are a type of,accessory,False
tiramisu,accessory,tiramisu is a type of,accessory,False
hatchet,accessory,hatchets are a type of,accessory,False
coat,accessory,coats are a type of,accessory,False
cactus,accessory,a cactus is a type of,accessory,False
coleslaw,accessory,coleslaws are a type of,accessory,False
walnut,accessory,walnuts are a type of,accessory,False
blueberry,accessory,blueberries are a type of,accessory,False
seafood,accessory,seafood is a type of,accessory,False
bassinet,accessory,bassinets are a type of,accessory,False
tadpole,accessory,tadpoles are a type of,accessory,False
sweatsuit,accessory,sweatsuits are a type of,accessory,False
ski boots,accessory,ski boots are a type of,accessory,False
panther,accessory,panthers are a type of,accessory,False
arrow,accessory,arrows are a type of,accessory,False
crossbow,accessory,crossbows are a type of,accessory,False
strawberry,accessory,strawberries are a type of,accessory,False
dishwasher,accessory,dishwashers are a type of,accessory,False
motorcycle,accessory,motorcycles are a type of,accessory,False
jelly bean,accessory,jelly beans are a type of,accessory,False
pan,accessory,pans are a type of,accessory,False
rifle,accessory,rifles are a type of,accessory,False
veil,accessory,veils are a type of,accessory,False
lavender,accessory,lavenders are a type of,accessory,False
golf cart,accessory,golf carts are a type of,accessory,False
puppet,accessory,puppets are a type of,accessory,False
vegetable,accessory,vegetables are a type of,accessory,False
rope,accessory,ropes are a type of,accessory,False
quad,accessory,quads are a type of,accessory,False
pie,accessory,pies are a type of,accessory,False
hatbox,accessory,hatboxes are a type of,accessory,False
armor,accessory,armor is a type of,accessory,False
nut,accessory,nuts are a type of,accessory,False
peach,accessory,peaches are a type of,accessory,False
football helmet,accessory,football helmets are a type of,accessory,False
floss,accessory,flosses are a type of,accessory,False
sweater,accessory,sweaters are a type of,accessory,False
shears,accessory,shears are a type of,accessory,False
bok choy,accessory,bok choys are a type of,accessory,False
matchbox,accessory,matchboxes are a type of,accessory,False
rattle,accessory,rattles are a type of,accessory,False
station wagon,accessory,station wagons are a type of,accessory,False
ham,accessory,hams are a type of,accessory,False
snowsuit,accessory,snowsuits are a type of,accessory,False
pea,accessory,peas are a type of,accessory,False
staple,accessory,staples are a type of,accessory,False
mussel,accessory,mussels are a type of,accessory,False
cherry,accessory,cherries are a type of,accessory,False
green beans,accessory,green beans are a type of,accessory,False
bomb,accessory,bombs are a type of,accessory,False
wheat,accessory,wheat is a type of,accessory,False
tomato,accessory,tomatoes are a type of,accessory,False
salami,accessory,salami is a type of,accessory,False
inkwell,accessory,inkwells are a type of,accessory,False
earring,accessory,earrings are a type of,accessory,True
marble,accessory,marbles are a type of,accessory,False
berry,accessory,berries are a type of,accessory,False
hash,accessory,hash browns are a type of,accessory,False
wedge,accessory,wedges are a type of,accessory,False
whiteboard,accessory,whiteboards are a type of,accessory,False
kitten,accessory,kittens are a type of,accessory,False
eyeliner,accessory,eyeliners are a type of,accessory,False
stiletto,accessory,stilettoes are a type of,accessory,False
container,accessory,containers are a type of,accessory,False
spoon,accessory,spoons are a type of,accessory,False
stretcher,accessory,stretchers are a type of,accessory,False
mouse,accessory,mice are a type of,accessory,False
outfit,accessory,outfits are a type of,accessory,False
jug,accessory,jugs are a type of,accessory,False
gearshift,accessory,gearshifts are a type of,accessory,False
router,accessory,routers are a type of,accessory,False
lip gloss,accessory,lip glosses are a type of,accessory,False
zucchini,accessory,zucchini is a type of,accessory,False
gyro,accessory,gyros are a type of,accessory,False
pine tree,accessory,pine trees are a type of,accessory,False
