conclusion_,premise_,conclusion,premise,is_hyper,sim,prompt,label,position,score
quiche,vegetable,quiches,vegetables,no,high,"Answer the question. Given that vegetables are daxable, is it true that quiches are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.8598102331161499
insole,footwear,insoles,footwear,no,high,"Answer the question. Given that footwear is daxable, is it true that insoles are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.9205006957054138
mongoose,mammal,mongooses,mammals,yes,high,"Answer the question. Given that mammals are daxable, is it true that mongooses are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.9316343069076538
bottle opener,food,bottle openers,food,no,low,"Answer the question. Given that food is daxable, is it true that bottle openers are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.14569897949695587
football helmet,protective clothing,football helmets,protective clothing,yes,high,"Answer the question. Given that protective clothing is daxable, is it true that football helmets are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 11), (21, 24))",0.7095550894737244
okra,plant,okra,plants,no,high,"Answer the question. Given that plants are daxable, is it true that okra is daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.8955278992652893
toast,toy,toast,toys,no,low,"Answer the question. Given that toys are daxable, is it true that toast is daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((14, 14), (24, 24))",0.1354113221168518
letter opener,toiletry,letter openers,toiletries,no,high,"Answer the question. Given that toiletries are daxable, is it true that letter openers are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.6160513162612915
pantsuit,accessory,pantsuits,accessories,no,high,"Answer the question. Given that accessories are daxable, is it true that pantsuits are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.7755076885223389
zipper,fastener,zippers,fasteners,yes,high,"Answer the question. Given that fasteners are daxable, is it true that zippers are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 13), (23, 24))",0.7212327122688293
toast,clothing,toast,clothing,no,low,"Answer the question. Given that clothing is daxable, is it true that toast is daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((14, 14), (24, 24))",0.15899041295051575
videogame,game,videogames,games,yes,low,"Answer the question. Given that games are daxable, is it true that videogames are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.7566548585891724
guacamole,fastener,guacamole,fasteners,no,low,"Answer the question. Given that fasteners are daxable, is it true that guacamole is daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((9, 11), (21, 24))",0.11117155104875565
bandage,medical equipment,bandages,medical equipment,yes,high,"Answer the question. Given that medical equipment is daxable, is it true that bandages are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.5906208753585815
cloak,clothing,cloaks,clothing,yes,high,"Answer the question. Given that clothing is daxable, is it true that cloaks are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.8502345681190491
vest,women's clothing,vests,women's clothes,no,high,"Answer the question. Given that women's clothes are daxable, is it true that vests are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((10, 13), (23, 24))",0.8895260691642761
taillight,vehicle,taillights,vehicles,no,high,"Answer the question. Given that vehicles are daxable, is it true that taillights are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.8118395209312439
quiche,breakfast,quiches,breakfasts,no,high,"Answer the question. Given that breakfasts are daxable, is it true that quiches are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.8767907023429871
brooch,accessory,brooches,accessories,yes,high,"Answer the question. Given that accessories are daxable, is it true that brooches are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.775282621383667
doorhandle,mammal,doorhandles,mammals,no,low,"Answer the question. Given that mammals are daxable, is it true that doorhandles are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.10218280553817749
jelly bean,candy,jelly beans,candy,yes,high,"Answer the question. Given that candy is daxable, is it true that jelly beans are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.9415358304977417
saw,weapon,saws,weapons,no,high,"Answer the question. Given that weapons are daxable, is it true that saws are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.7586721181869507
palm tree,plant,palm trees,plants,yes,high,"Answer the question. Given that plants are daxable, is it true that palm trees are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.8709397912025452
berry,dessert,berries,desserts,no,high,"Answer the question. Given that desserts are daxable, is it true that berries are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.8629467487335205
pepper mill,kitchen tool,pepper mills,kitchen tools,yes,low,"Answer the question. Given that kitchen tools are daxable, is it true that pepper mills are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.6335634589195251
eclair,food,eclairs,food,yes,high,"Answer the question. Given that food is daxable, is it true that eclairs are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.7661251425743103
wineglass,container,wineglasses,containers,yes,low,"Answer the question. Given that containers are daxable, is it true that wineglasses are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.14490029215812683
maggot,medical equipment,maggots,medical equipment,no,low,"Answer the question. Given that medical equipment is daxable, is it true that maggots are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 12), (22, 24))",0.12015890330076218
bison,game,bisons,games,no,low,"Answer the question. Given that games are daxable, is it true that bisons are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.12085791677236557
duckling,animal,ducklings,animals,yes,high,"Answer the question. Given that animals are daxable, is it true that ducklings are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.8815139532089233
buckle,accessory,buckles,accessories,yes,low,"Answer the question. Given that accessories are daxable, is it true that buckles are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.5340868830680847
jersey,clothing,jerseys,clothing,yes,high,"Answer the question. Given that clothing is daxable, is it true that jerseys are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.7822907567024231
gondola,water vehicle,gondolas,water vehicles,yes,high,"Answer the question. Given that water vehicles are daxable, is it true that gondolas are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.9050185084342957
boa,women's clothing,boas,women's clothes,yes,high,"Answer the question. Given that women's clothes are daxable, is it true that boas are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 13), (23, 24))",0.8918555974960327
star fruit,weapon,star fruits,weapons,no,low,"Answer the question. Given that weapons are daxable, is it true that star fruits are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.1259482353925705
stingray,tool,stingrays,tools,no,low,"Answer the question. Given that tools are daxable, is it true that stingrays are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 11), (21, 24))",0.09595935046672821
creme brulee,food,creme brulee,food,yes,high,"Answer the question. Given that food is daxable, is it true that creme brulee is daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 10), (20, 24))",0.7638946771621704
highchair,furniture,highchairs,furniture,yes,high,"Answer the question. Given that furniture is daxable, is it true that highchairs are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.6910615563392639
basil,food,basil,food,yes,high,"Answer the question. Given that food is daxable, is it true that basil is daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.6826199889183044
coil,tool,coils,tools,yes,high,"Answer the question. Given that tools are daxable, is it true that coils are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.8297730088233948
marmalade,food,marmalade,food,yes,high,"Answer the question. Given that food is daxable, is it true that marmalade is daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 11), (21, 24))",0.7196860313415527
leggings,women's clothing,leggings,women's clothes,yes,low,"Answer the question. Given that women's clothes are daxable, is it true that leggings are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((9, 12), (22, 24))",0.885513961315155
papaya,food,papayas,food,yes,high,"Answer the question. Given that food is daxable, is it true that papayas are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.7928571105003357
fly,food,flies,food,no,high,"Answer the question. Given that food is daxable, is it true that flies are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((14, 14), (24, 24))",0.3398946225643158
pitchfork,garden tool,pitchforks,garden tools,yes,high,"Answer the question. Given that garden tools are daxable, is it true that pitchforks are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 11), (21, 24))",0.8406335711479187
lime,plant,limes,plants,no,high,"Answer the question. Given that plants are daxable, is it true that limes are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.8593494892120361
electric chair,animal,electric chairs,animals,no,low,"Answer the question. Given that animals are daxable, is it true that electric chairs are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.11883535981178284
brussels sprouts,vegetable,brussels sprouts,vegetables,yes,high,"Answer the question. Given that vegetables are daxable, is it true that brussels sprouts are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 10), (20, 24))",0.8664749264717102
marker,toiletry,markers,toiletries,no,high,"Answer the question. Given that toiletries are daxable, is it true that markers are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.6600266098976135
crutch,medical equipment,crutches,medical equipment,yes,high,"Answer the question. Given that medical equipment is daxable, is it true that crutches are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.6465824246406555
fur coat,outerwear,fur coats,outerwear,yes,high,"Answer the question. Given that outerwear is daxable, is it true that fur coats are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.8759005665779114
train set,vehicle,train sets,vehicles,no,high,"Answer the question. Given that vehicles are daxable, is it true that train sets are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.7226387858390808
blowtorch,tool,blowtorches,tools,yes,high,"Answer the question. Given that tools are daxable, is it true that blowtorches are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.7977874875068665
peanut butter,clothing,peanut butter,clothing,no,low,"Answer the question. Given that clothing is daxable, is it true that peanut butter is daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 11), (21, 24))",0.1595602035522461
thumbtack,office supply,thumbtacks,office supplies,yes,high,"Answer the question. Given that office supplies are daxable, is it true that thumbtacks are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 11), (21, 24))",0.683349609375
lampshade,home decor,lampshades,home decor,yes,low,"Answer the question. Given that home decor is daxable, is it true that lampshades are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 11), (21, 24))",0.4625014662742615
defibrillator,tool,defibrillators,tools,no,high,"Answer the question. Given that tools are daxable, is it true that defibrillators are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((11, 11), (21, 24))",0.6722888350486755
shuffleboard,game,shuffleboards,games,yes,low,"Answer the question. Given that games are daxable, is it true that shuffleboards are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.7525767087936401
minivan,vehicle,minivans,vehicles,yes,high,"Answer the question. Given that vehicles are daxable, is it true that minivans are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.8455080986022949
hedgehog,mammal,hedgehogs,mammals,yes,high,"Answer the question. Given that mammals are daxable, is it true that hedgehogs are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((10, 11), (21, 24))",0.9108595252037048
grenade,dessert,grenades,desserts,no,low,"Answer the question. Given that desserts are daxable, is it true that grenades are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 13), (23, 24))",0.09302638471126556
eel,animal,eels,animals,yes,high,"Answer the question. Given that animals are daxable, is it true that eels are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.7734578251838684
vest,accessory,vests,accessories,no,high,"Answer the question. Given that accessories are daxable, is it true that vests are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((13, 13), (23, 24))",0.7650377154350281
freezer,electronic device,freezers,electronic devices,yes,high,"Answer the question. Given that electronic devices are daxable, is it true that freezers are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 12), (22, 24))",0.6809884309768677
sled,furniture,sleds,furniture,no,high,"Answer the question. Given that furniture is daxable, is it true that sleds are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((12, 12), (22, 24))",0.7086752653121948
perfume,toiletry,perfumes,toiletries,yes,high,"Answer the question. Given that toiletries are daxable, is it true that perfumes are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 13), (23, 24))",0.6256601214408875
cantaloupe,food,cantaloupes,food,yes,high,"Answer the question. Given that food is daxable, is it true that cantaloupes are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((11, 11), (21, 24))",0.7904583811759949
tape measure,tool,tape measures,tools,yes,high,"Answer the question. Given that tools are daxable, is it true that tape measures are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((13, 13), (23, 24))",0.8951637148857117
sandwich,food,sandwiches,food,yes,high,"Answer the question. Given that food is daxable, is it true that sandwiches are daxable?<0x0A>Answer with Yes/No.<0x0A>",Yes,"((12, 12), (22, 24))",0.7847039699554443
hummingbird,mammal,hummingbirds,mammals,no,high,"Answer the question. Given that mammals are daxable, is it true that hummingbirds are daxable?<0x0A>Answer with Yes/No.<0x0A>",No,"((10, 11), (21, 24))",0.8604171872138977
