premise,conclusion,hypernymy,similarity_raw,similarity_binary,premise_form,conclusion_form
food,cake mix,yes,0.7608462572097778,high,food,cake mixes
plant,kale,yes,0.9533386826515198,high,plants,kale
animal,flamingo,yes,0.8633264899253845,high,animals,flamingoes
insect,butterfly,yes,0.9194909334182739,high,insects,butterflies
toiletry,lip balm,no,0.7293037176132202,high,toiletries,lip balms
food,squid,yes,0.7360466718673706,high,food,squids
jewelry,earring,yes,0.9142177700996399,high,jewelry,earrings
weapon,baton,yes,0.7882165908813477,high,weapons,batons
vehicle,pizza,no,0.10853210836648941,low,vehicles,pizzas
tool,workbench,no,0.9560678601264954,high,tools,workbenches
tool,clipper,yes,0.795135498046875,high,tools,clippers
toiletry,toothpaste,yes,0.6095352172851562,low,toiletries,toothpaste
clothing,brooch,no,0.7553755044937134,high,clothing,brooches
plant,basil,yes,0.9639997482299805,high,plants,basil
container,mold,yes,0.43825826048851013,low,containers,molds
mammal,pug,yes,0.9006543159484863,high,mammals,pugs
container,sarcophagus,yes,0.4950522780418396,low,containers,sarcophagi
drink,water bottle,no,0.9221604466438293,high,drinks,water bottles
kitchen tool,nutcracker,yes,0.7801970839500427,high,kitchen tools,nutcrackers
toiletry,razor,yes,0.7052789926528931,high,toiletries,razors
sea animal,shark,yes,0.8921485543251038,high,sea animals,sharks
auto part,pedal,yes,0.723050057888031,high,auto parts,pedals
animal,file,no,0.12134997546672821,low,animals,files
food,punch,no,0.7378415465354919,high,food,fruit punches
sea animal,shrimp,yes,0.7918364405632019,high,sea animals,shrimps
tool,applesauce,no,0.09944887459278107,low,tools,applesauce
electronic device,pigeon,no,0.11454516649246216,low,electronic devices,pigeons
dessert,aircraft carrier,no,0.091645747423172,low,desserts,aircraft carriers
seafood,casserole,no,0.8465214967727661,high,seafood,casseroles
toy,chili,no,0.13513708114624023,low,toys,chilies
kitchen tool,sifter,yes,0.7742697596549988,high,kitchen tools,sifters
vehicle,gearshift,no,0.7433546185493469,high,vehicles,gearshifts
vehicle,scallop,no,0.10617461055517197,low,vehicles,scallops
garden tool,pickax,yes,0.8987074494361877,high,garden tools,pickaxes
home decor,coat rack,no,0.5485923886299133,high,home decor,coat racks
sea animal,alligator,no,0.8606693744659424,high,sea animals,alligators
toy,rattle,yes,0.9087003469467163,high,toys,rattles
animal,snail,yes,0.8069025874137878,high,animals,snails
animal,step stool,no,0.1165987178683281,low,animals,step stools
school supply,cordon bleu,no,0.11335219442844391,low,school supplies,cordon bleu sandwiches
game,jump rope,yes,0.5276529788970947,low,games,jump ropes
animal,chinchilla,yes,0.8672549724578857,high,animals,chinchillas
women's clothing,dress,yes,0.8804222345352173,low,women's clothes,dresses
food,vacuum,no,0.12581409513950348,low,food,vacuum cleaners
bird,pigeon,yes,0.9281716346740723,high,birds,pigeons
food,gravy,yes,0.73458331823349,high,food,gravy
accessory,bolo tie,no,0.7892838716506958,high,accessories,bolo ties
clothing,button,no,0.6388222575187683,high,clothing,buttons
food,locket,no,0.1340753734111786,low,food,lockets
vehicle,chocolate,no,0.10771621763706207,low,vehicles,chocolates
animal,scallop,yes,0.33075860142707825,low,animals,scallops
dessert,birthday cake,yes,0.826117217540741,low,desserts,birthday cakes
women's clothing,blouse,yes,0.9238440990447998,high,women's clothes,blouses
weapon,calzone,no,0.12383712083101273,low,weapons,calzones
animal,grasshopper,yes,0.7928987741470337,high,animals,grasshoppers
clothing,mascara,no,0.685691237449646,high,clothing,mascaras
weapon,icepick,yes,0.6616874933242798,high,weapons,icepicks
headwear,hairnet,yes,0.7904744744300842,low,headwear,hairnets
vehicle,steamroller,yes,0.8447003960609436,high,vehicles,steamrollers
food,duffel bag,no,0.13126015663146973,low,food,duffel bags
clothing,mustard,no,0.1564205437898636,low,clothing,mustard
protective clothing,raincoat,yes,0.7418206334114075,high,protective clothing,raincoats
plant,seaweed,yes,0.7960453033447266,low,plants,seaweeds
animal,anteater,yes,0.8656376004219055,high,animals,anteaters
insect,tick,no,0.9074582457542419,high,insects,ticks
toy,ginger,no,0.13538198173046112,low,toys,ginger
vehicle,engine,no,0.7816380858421326,high,vehicles,engines
food,folder,no,0.138458713889122,low,food,folders
women's clothing,pantsuit,yes,0.8810986876487732,low,women's clothes,pantsuits
breakfast,egg,yes,0.8196841478347778,low,breakfasts,eggs
tool,chicken wire,yes,0.6609943509101868,low,tools,chicken wires
food,cannonball,no,0.5501909255981445,high,food,cannonballs
tool,inkwell,no,0.7296252846717834,high,tools,inkwells
musical instrument,keyboard,yes,0.8230581283569336,high,musical instruments,keyboards
clothing,spacesuit,yes,0.7519586086273193,high,clothing,spacesuits
animal,jar,no,0.11854489147663116,low,animals,jars
food,grapevine,no,0.4075440764427185,high,food,grapevines
seafood,hash,no,0.8492318987846375,high,seafood,hash browns
tool,moose,no,0.09300346672534943,low,tools,moose
food,belt buckle,no,0.13633936643600464,low,food,belt buckles
food,lasagna,yes,0.7797466516494751,high,food,lasagna
jewelry,perfume,no,0.8593587279319763,high,jewelry,perfumes
sea animal,toad,no,0.8134654760360718,high,sea animals,toads
school supply,pencil sharpener,yes,0.6471205949783325,high,school supplies,pencil sharpeners
auto part,kiwi,no,0.0941213071346283,low,auto parts,kiwis
medical equipment,pillbox,yes,0.5522251725196838,high,medical equipment,pillboxes
fastener,souffle,no,0.10918719321489334,low,fasteners,souffles
home decor,statue,yes,0.49473488330841064,low,home decor,statues
furniture,coffee table,no,0.7892210483551025,high,furniture,coffee tables
mammal,noisemaker,no,0.10372111201286316,low,mammals,noisemakers
office supply,brussels sprouts,no,0.105626180768013,high,office supplies,brussels sprouts
vehicle,raspberry,no,0.10901863873004913,low,vehicles,raspberries
plant,cabbage,yes,0.9330280423164368,high,plants,cabbages
vegetable,chickpea,yes,0.7766750454902649,high,vegetables,chickpeas
food,avocado,yes,0.7539732456207275,high,food,avocados
clothing,tomato,no,0.15675847232341766,low,clothing,tomatoes
tool,drill,yes,0.899581789970398,high,tools,drills
breakfast,crepe,yes,0.9038155674934387,high,breakfasts,crepes
food,whipped cream,yes,0.7325233221054077,high,food,whipped cream
container,urn,yes,0.39666423201560974,low,containers,urns
home decor,urn,no,0.6033202409744263,high,home decor,urns
food,snowshoe,no,0.14836281538009644,low,food,snowshoes
kitchen equipment,measuring cup,no,0.8168275952339172,high,kitchen equipment,measuring cups
animal,dalmatian,yes,0.8788468241691589,high,animals,dalmatians
vegetable,lime,no,0.8466150164604187,high,vegetables,limes
animal,lobster,yes,0.7234750986099243,high,animals,lobsters
food,granola,yes,0.7431687116622925,high,food,granola
food,rice,yes,0.7700669765472412,high,food,rice
furniture,pheasant,no,0.11718574911355972,low,furniture,pheasants
weapon,crossbow,yes,0.8096938729286194,high,weapons,crossbows
office supply,coleslaw,no,0.1042536050081253,low,office supplies,coleslaws
tool,wedge,yes,0.6991556882858276,high,tools,wedges
food,wine cooler,no,0.48816972970962524,high,food,wine coolers
food,sundae,yes,0.7154037952423096,high,food,sundaes
kitchen tool,spatula,yes,0.7594964504241943,high,kitchen tools,spatulas
food,organ,no,0.13017261028289795,low,food,organs
plant,iceskate,no,0.08319571614265442,low,plants,iceskates
accessory,tapestry,no,0.7888246774673462,high,accessories,tapestries
food,chicken,yes,0.7665426731109619,high,food,chicken
food,staple gun,no,0.13112616539001465,low,food,staple guns
clothing,diaper,yes,0.5815799236297607,low,clothing,diapers
garden tool,hammer,no,0.8707484602928162,high,garden tools,hammers
animal,puffin,yes,0.8803443312644958,high,animals,puffins
musical instrument,accordion,yes,0.8672469258308411,high,musical instruments,accordions
medical equipment,curling iron,no,0.6341105699539185,high,medical equipment,curling irons
tool,sickle,yes,0.7828540205955505,high,tools,sickles
animal,sloth,yes,0.8810098171234131,high,animals,sloths
condiment,ginger,yes,0.7378552556037903,low,condiments,ginger
home decor,ravioli,no,0.19569458067417145,low,home decor,ravioli
plant,poppy,yes,0.9115306735038757,high,plants,poppies
mammal,catfish,no,0.841060221195221,high,mammals,catfish
food,fern,no,0.43552130460739136,high,food,ferns
home decor,frame,yes,0.4680080711841583,low,home decor,frames
medical equipment,walker,no,0.6756373047828674,high,medical equipment,walkers
animal,cow,yes,0.8532403707504272,high,animals,cows
mammal,eagle,no,0.8669512271881104,high,mammals,eagles
accessory,salad,no,0.141842320561409,low,accessories,salads
fastener,hammer,no,0.7096964716911316,high,fasteners,hammers
container,lamb,no,0.10711858421564102,low,containers,lambs
plant,spinach,yes,0.9421711564064026,high,plants,spinach
container,test tube,yes,0.3194793164730072,low,containers,test tubes
electronic device,switch,no,0.6960378885269165,high,electronic devices,switches
vegetable,broccoli,yes,0.8761568665504456,high,vegetables,broccoli
container,honeypot,yes,0.2431069165468216,low,containers,honeypots
clothing,muff,yes,0.753210723400116,high,clothing,muffs
animal,chipmunk,yes,0.8961443901062012,high,animals,chipmunks
tool,baseball bat,no,0.7246049642562866,high,tools,baseball bats
bird,rat,no,0.8796690106391907,high,birds,rats
vegetable,vegetable,yes,1.0,high,vegetables,vegetables
food,comb,no,0.12544429302215576,low,food,combs
insect,lightning bug,yes,0.9389538764953613,high,insects,lightning bugs
animal,barnacle,yes,0.5212918519973755,high,animals,barnacles
musical instrument,piano,yes,0.8658378720283508,high,musical instruments,pianos
home decor,stained glass,yes,0.6567927002906799,high,home decor,stained glass
animal,backscratcher,no,0.11589182913303375,low,animals,backscratchers
animal,lettuce,no,0.40832456946372986,high,animals,lettuce
toiletry,duck,no,0.13108012080192566,low,toiletries,ducks
vehicle,rollerblade,no,0.7444963455200195,high,vehicles,rollerblades
weapon,meatball,no,0.12468397617340088,low,weapons,meatballs
food,milkshake,no,0.6976336240768433,high,food,milkshakes
tool,horn,no,0.7417415976524353,high,tools,horns
animal,maggot,yes,0.6305898427963257,high,animals,maggots
garden tool,screwdriver,no,0.8148149251937866,high,garden tools,screwdrivers
food,piecrust,yes,0.7381908297538757,high,food,piecrusts
clothing,apple,no,0.15968379378318787,low,clothing,apples
fruit,pepper,no,0.8973178267478943,high,fruits,peppers
tool,pedal,no,0.8709462881088257,high,tools,pedals
accessory,tuxedo,no,0.7726092338562012,high,accessories,tuxedoes
condiment,peanut butter,yes,0.8217061161994934,high,condiments,peanut butter
accessory,patch,yes,0.5094858407974243,low,accessories,patches
dessert,fruitcake,yes,0.8138445019721985,low,desserts,fruitcakes
fastener,staple gun,no,0.6988151669502258,high,fasteners,staple guns
bird,rabbit,no,0.887296199798584,high,birds,rabbits
dessert,whipped cream,no,0.8902713060379028,high,desserts,whipped cream
electronic device,juicer,yes,0.5717976093292236,high,electronic devices,juicers
seafood,shrimp,yes,0.9387910962104797,high,seafood,shrimps
toy,highlighter,no,0.7570218443870544,high,toys,highlighters
protective clothing,bulletproof vest,yes,0.8221014142036438,high,protective clothing,bulletproof vests
sea animal,crutch,no,0.10422694683074951,low,sea animals,crutches
insect,polygraph,no,0.10277871042490005,low,insects,polygraphs
musical instrument,pepper,no,0.14162220060825348,low,musical instruments,peppers
accessory,omelet,no,0.14282499253749847,low,accessories,omelets
container,grille,no,0.8166052103042603,high,containers,grilles
bird,icepick,no,0.086726114153862,low,birds,icepicks
animal,cardinal,yes,0.8800638318061829,high,animals,cardinals
food,bee,no,0.39601054787635803,high,food,bees
food,coffeemaker,no,0.45116135478019714,high,food,coffeemakers
tool,pin,yes,0.5836113691329956,low,tools,pins
food,star fruit,yes,0.7069392800331116,high,food,star fruits
headwear,headscarf,yes,0.8576648235321045,high,headwear,headscarves
food,coil,no,0.14708226919174194,low,food,coils
animal,meat,no,0.46482378244400024,high,animals,meat
vegetable,jalapeno,yes,0.8757061958312988,high,vegetables,jalapenoes
toiletry,floss,yes,0.7219562530517578,high,toiletries,flosses
tool,match,yes,0.5751350522041321,low,tools,matches
vehicle,truck,yes,0.8857831358909607,high,vehicles,trucks
mammal,donkey,yes,0.9303008913993835,high,mammals,donkeys
vegetable,bell pepper,no,0.8636876940727234,high,vegetables,bell peppers
animal,rhubarb,no,0.42861875891685486,high,animals,rhubarbs
plant,broccoli,yes,0.8911285400390625,high,plants,broccoli
candy,candy cane,yes,0.8555077910423279,high,candy,candy canes
clothing,bag,no,0.6566887497901917,high,clothing,bags
fastener,hook,yes,0.7339071035385132,high,fasteners,hooks
clothing,bonnet,yes,0.7901304960250854,high,clothing,bonnets
headwear,cabbage,no,0.15632307529449463,low,headwear,cabbages
vegetable,carrot,yes,0.8442584872245789,high,vegetables,carrots
home decor,cuckoo clock,yes,0.6412760615348816,high,home decor,cuckoo clocks
tool,burrito,no,0.0981578677892685,low,tools,burritos
tool,nutcracker,yes,0.8744317293167114,high,tools,nutcrackers
office supply,pencil,yes,0.7823801636695862,high,office supplies,pencils
clothing,veil,yes,0.8260438442230225,high,clothing,veils
vehicle,ambulance,yes,0.8348313570022583,high,vehicles,ambulances
outerwear,bun,no,0.13310779631137848,low,outerwear,buns
game,board game,no,0.8764650225639343,high,games,board games
footwear,ski boots,yes,0.9376888871192932,high,footwear,ski boots
clothing,headdress,yes,0.674222469329834,high,clothing,headdresses
fastener,nail clippers,no,0.7041363716125488,high,fasteners,nail clippers
container,applesauce,no,0.11314436793327332,low,containers,applesauce
kitchen equipment,microwave,yes,0.888939619064331,high,kitchen equipment,microwaves
mammal,puppy,yes,0.8976169228553772,high,mammals,puppies
mammal,llama,yes,0.91749107837677,high,mammals,llamas
kitchen tool,lizard,no,0.09542997181415558,low,kitchen tools,lizards
sea animal,seahorse,yes,0.8772016763687134,high,sea animals,seahorses
seafood,screwdriver,no,0.08456913381814957,low,seafood,screwdrivers
kitchen equipment,pot,no,0.8632414937019348,high,kitchen equipment,pots
auto part,camper,no,0.8005743026733398,high,auto parts,campers
animal,sifter,no,0.11668872833251953,low,animals,sifters
bird,coil,no,0.08436106890439987,low,birds,coils
vegetable,arugula,yes,0.8716054558753967,high,vegetables,arugula
protective clothing,cheesecake,no,0.11483699828386307,low,protective clothing,cheesecake
game,lego,no,0.910961925983429,high,games,legos
container,canister,yes,0.34568312764167786,low,containers,canisters
toy,gyroscope,yes,0.6109427809715271,low,toys,gyroscopes
weapon,baton,no,0.7882165908813477,high,weapons,batons
school supply,paperclip,yes,0.6640750765800476,high,school supplies,paperclips
mammal,polar bear,no,0.9012810587882996,high,mammals,polar bears
accessory,pasta,no,0.14313669502735138,low,accessories,pasta
tool,padlock,yes,0.807624340057373,high,tools,padlocks
toiletry,clipper,yes,0.7071264386177063,high,toiletries,clippers
